Time,Amplitude,Heart_Rate,SPO2,Blood_Pressure,Temperature
60.208,0.3,138,94.5,133/80,36.7
60.212,0.35,166,88.3,128/77,36.5
60.216,0.41,104,88.4,136/86,37.4
60.22,0.45,164,89.1,109/84,36.3
60.224,0.46,114,95.2,114/71,37.4
60.228,0.485,166,94.1,116/87,36.5
60.232,0.44,139,93.2,131/72,37.1
60.236,0.45,168,94.7,106/81,37.2
60.24,0.49,176,90.0,136/73,37.0
60.244,0.485,142,94.6,120/76,36.7
60.248,0.495,100,95.1,108/79,37.3
60.252,0.555,121,95.2,114/82,37.5
60.256,0.54,161,94.6,127/79,36.7
60.26,0.55,178,91.8,103/70,37.4
60.264,0.53,125,91.3,139/72,36.6
60.268,0.545,117,91.4,103/84,37.3
60.272,0.55,147,93.9,124/78,36.6
60.276,0.535,108,88.2,122/70,36.3
60.28,0.54,100,93.6,101/77,36.9
60.284,0.56,108,94.3,121/88,36.0
60.288,0.52,122,89.8,139/89,37.3
60.292,0.51,144,94.9,109/70,36.4
60.296,0.505,101,89.4,116/73,37.0
60.3,0.46,113,90.8,115/83,37.4
60.304,0.42,137,92.8,121/71,36.4
60.308,0.4,139,92.6,125/71,36.5
60.312,0.405,162,94.4,120/87,37.3
60.316,0.395,115,88.6,139/89,37.0
60.32,0.405,174,93.7,131/72,37.3
60.324,0.37,105,91.9,110/86,37.2
60.328,0.355,102,93.1,138/84,37.4
60.332,0.375,113,93.1,102/80,36.4
60.336,0.365,165,89.9,139/71,36.8
60.34,0.445,174,92.9,135/77,37.4
60.344,0.465,166,92.9,127/72,36.9
60.348,0.425,130,92.6,128/81,36.5
60.352,0.4,132,94.8,101/76,37.4
60.356,0.37,100,92.0,138/87,36.4
60.36,0.345,143,93.0,127/88,37.0
60.364,0.32,114,95.5,103/72,37.5
60.368,0.29,136,91.5,114/76,36.1
60.372,0.265,126,92.0,100/85,37.0
60.376,0.265,147,88.2,114/80,37.2
60.38,0.295,126,89.0,105/72,36.1
60.384,0.265,111,95.9,129/76,36.4
60.388,0.255,166,94.2,139/87,36.3
60.392,0.23,129,93.5,119/77,36.1
60.396,0.19,165,92.9,118/76,36.8
60.4,0.175,106,93.7,136/81,36.1
60.404,0.17,133,92.3,118/89,37.0
60.408,0.165,131,90.9,103/73,37.0
60.412,0.22,138,95.6,109/80,36.9
60.416,0.24,142,92.5,128/87,37.2
60.42,0.205,142,95.3,115/79,37.0
60.424,0.145,177,95.8,130/76,37.1
60.428,0.105,102,91.2,108/87,37.5
60.432,0.1,145,90.8,116/70,37.2
60.436,0.1,131,92.8,112/86,36.5
60.44,0.11,142,90.0,109/86,36.1
60.444,0.105,102,95.4,137/77,37.2
60.448,0.125,173,88.8,131/80,37.3
60.452,0.11,162,92.1,100/86,36.9
60.456,0.1,139,95.7,128/77,37.5
60.46,0.09,117,92.2,126/76,36.8
60.464,0.09,166,89.3,114/86,37.2
60.468,0.115,161,95.2,137/75,36.9
60.472,0.085,109,95.5,132/73,37.0
60.476,0.14,151,95.4,130/89,37.4
60.48,0.15,172,94.2,103/82,36.4
60.484,0.125,145,93.3,132/89,36.9
60.488,0.125,154,91.0,136/75,37.2
60.492,0.145,145,91.1,115/77,36.7
60.496,0.17,174,93.9,130/85,37.1
60.5,0.195,159,95.7,109/83,36.3
60.504,0.145,125,89.4,109/70,37.4
60.508,0.14,126,88.7,137/78,37.2
60.512,0.11,137,88.3,134/81,36.4
60.516,0.08,121,94.1,132/77,36.9
60.52,0.06,125,89.7,138/88,36.7
60.524,0.055,168,95.9,108/77,37.1
60.528,0.065,134,95.0,129/84,37.4
60.532,0.08,165,95.4,112/72,36.8
60.536,0.075,172,92.5,131/87,36.4
60.54,0.03,150,93.4,108/77,36.3
60.544,-0.005,117,93.0,120/89,36.5
60.548,0.105,142,89.3,124/84,36.8
60.552,0.14,111,92.9,121/74,36.5
60.556,0.07,102,91.5,127/75,37.1
60.56,-0.01,106,88.9,118/80,36.9
60.564,0.025,105,88.2,124/76,36.3
60.568,0.065,144,92.9,134/86,37.3
60.572,0.11,138,93.0,118/81,36.4
60.576,0.065,150,94.0,137/84,36.8
60.58,0.045,108,88.4,119/71,37.0
60.584,0.025,122,92.4,115/81,37.5
60.588,0.03,111,89.2,117/79,36.8
60.592,0.005,161,91.6,136/88,37.2
60.596,-0.01,172,88.0,106/72,37.4
60.6,-0.04,176,90.5,107/79,37.2
60.604,-0.03,139,90.7,125/71,36.2
60.608,-0.045,153,91.9,118/88,37.4
60.612,-0.025,106,90.2,128/70,36.0
60.616,-0.07,116,95.6,121/88,37.0
60.62,-0.07,149,91.2,109/75,36.3
60.624,0.015,123,94.7,129/86,37.1
60.628,-0.03,101,90.4,120/73,37.2
60.632,-0.045,132,88.6,121/78,36.7
60.636,-0.01,120,92.9,123/80,37.0
60.64,0.065,173,92.2,129/73,36.4
60.644,0.11,152,92.6,119/82,36.7
60.648,0.14,145,94.7,136/79,37.1
60.652,0.2,144,92.6,118/70,37.0
60.656,0.245,108,90.6,104/70,36.1
60.66,0.22,105,89.4,134/79,36.7
60.664,0.175,150,94.7,134/81,36.7
60.668,0.155,134,91.3,103/72,37.4
60.672,0.25,152,91.4,107/80,36.5
60.676,0.335,118,92.0,121/73,36.8
60.68,0.37,168,89.9,113/80,36.6
60.684,0.345,124,93.5,119/83,36.9
60.688,0.25,110,88.3,130/79,36.8
60.692,0.375,173,96.0,131/72,36.9
60.696,0.74,116,90.6,128/70,37.0
60.7,1.22,135,90.2,137/79,36.4
60.704,1.79,120,95.4,131/80,37.0
60.708,2.4,117,89.6,101/81,36.5
60.712,3.035,159,88.3,128/88,36.5
60.716,3.67,117,88.8,120/89,37.5
60.72,4.115,100,90.6,107/72,37.2
60.724,4.14,113,88.5,139/89,36.5
60.728,4.09,107,94.2,131/83,36.7
60.732,3.69,165,89.6,129/84,36.7
60.736,3.05,150,93.3,103/77,36.1
60.74,2.68,178,92.3,105/81,36.9
60.744,2.165,159,92.2,110/76,37.4
60.748,1.525,133,93.8,100/79,37.0
60.752,0.885,135,93.1,133/73,36.3
60.756,0.245,161,88.6,100/87,37.3
60.76,-0.395,100,95.3,102/72,36.0
60.764,-1.035,141,90.8,114/87,36.3
60.768,-1.675,100,91.6,134/72,36.5
60.772,-1.515,153,92.4,120/83,36.5
60.776,-1.225,146,95.2,127/75,37.1
60.78,-1.02,138,89.4,112/88,36.8
60.784,-0.9,129,92.7,137/78,36.7
60.788,-0.775,106,90.6,100/82,36.3
60.792,-0.64,121,94.1,112/71,36.1
60.796,-0.605,149,89.4,107/85,36.9
60.8,-0.6,144,94.9,120/75,36.6
60.804,-0.595,173,94.1,101/76,37.5
60.808,-0.595,171,90.9,116/89,36.8
60.812,-0.58,109,89.3,121/87,37.3
60.816,-0.53,113,90.3,110/81,37.4
60.82,-0.52,145,94.1,124/77,36.3
60.824,-0.545,174,93.6,119/84,36.2
60.828,-0.52,105,88.0,108/80,36.1
60.832,-0.5,120,90.0,115/75,36.0
60.836,-0.5,161,93.6,115/72,36.4
60.84,-0.52,118,91.8,100/79,36.5
60.844,-0.515,161,94.3,136/83,37.1
60.848,-0.55,152,92.2,132/87,36.3
60.852,-0.575,123,92.9,103/83,36.1
60.856,-0.635,155,92.9,118/74,36.5
60.86,-0.62,161,88.3,134/75,36.8
60.864,-0.62,133,95.0,125/78,37.3
60.868,-0.59,121,95.6,128/71,36.1
60.872,-0.6,167,89.7,102/87,36.7
60.876,-0.615,156,88.8,123/74,36.6
60.88,-0.61,109,90.1,116/77,36.7
60.884,-0.62,165,95.5,105/84,37.0
60.888,-0.655,107,93.1,135/82,36.3
60.892,-0.675,137,89.2,130/72,37.0
60.896,-0.73,161,89.4,109/85,36.3
60.9,-0.775,127,91.4,113/72,36.5
60.904,-0.77,109,89.5,104/89,36.1
60.908,-0.745,144,89.8,107/82,36.9
60.912,-0.76,164,90.8,131/82,36.1
60.916,-0.815,166,93.8,110/78,36.1
60.92,-0.89,108,89.3,125/79,37.1
60.924,-0.935,104,93.5,129/77,36.2
60.928,-0.975,109,90.9,113/88,36.4
60.932,-1.075,111,88.3,131/84,36.7
60.936,-1.105,157,91.4,137/89,36.3
60.94,-1.095,120,93.7,121/87,37.3
60.944,-1.03,120,92.4,135/84,36.1
60.948,-1.03,164,94.1,109/75,37.4
60.952,-1.06,102,91.4,105/80,36.1
60.956,-1.08,168,95.8,111/74,36.1
60.96,-1.165,163,91.4,125/84,36.7
60.964,-1.185,148,91.6,118/70,37.4
60.968,-1.19,171,94.5,118/71,36.0
60.972,-1.265,116,89.3,135/73,36.3
60.976,-1.315,172,92.8,114/71,36.4
60.98,-1.325,131,95.0,117/78,36.9
60.984,-1.375,169,88.0,124/76,36.0
60.988,-1.42,120,92.7,126/73,36.7
60.992,-1.45,106,93.7,125/87,36.9
60.996,-1.52,106,94.9,115/85,36.8
61.0,-1.485,126,95.7,126/70,37.4
61.004,-1.49,107,94.5,132/88,37.1
61.008,-1.465,172,93.4,120/89,36.5
61.012,-1.46,127,89.5,139/75,37.5
61.016,-1.475,178,89.4,139/74,36.4
61.02,-1.465,165,94.7,126/80,37.1
61.024,-1.455,170,88.5,109/80,36.0
61.028,-1.425,146,90.9,100/88,36.6
61.032,-1.425,109,93.9,121/87,36.2
61.036,-1.42,132,95.5,135/72,37.0
61.04,-1.36,106,91.1,138/80,36.2
61.044,-1.29,102,94.1,102/88,37.1
61.048,-1.23,113,92.5,106/73,36.8
61.052,-1.205,143,88.5,126/87,36.6
61.056,-1.175,145,89.9,111/77,37.3
61.06,-1.16,160,94.3,121/85,36.0
61.064,-1.145,135,91.6,123/71,36.2
61.068,-1.08,112,91.0,131/78,37.0
61.072,-1.035,115,92.0,107/72,36.7
61.076,-0.975,179,94.5,107/78,36.2
61.08,-0.915,104,91.7,109/82,37.3
61.084,-0.92,137,91.0,137/82,36.5
61.088,-0.895,149,93.4,127/72,36.8
61.092,-0.84,137,89.8,119/75,36.1
61.096,-0.78,155,89.7,103/81,36.9
61.1,-0.68,162,95.6,120/89,37.5
61.104,-0.555,147,92.8,113/87,36.5
61.108,-0.465,158,89.5,126/73,37.2
61.112,-0.405,176,91.3,129/76,36.0
61.116,-0.35,143,90.0,108/76,36.7
61.12,-0.27,154,91.7,138/78,36.6
61.124,-0.205,154,95.6,128/88,36.5
61.128,-0.12,100,92.0,123/83,37.3
61.132,-0.095,107,93.3,106/87,36.1
61.136,-0.06,103,93.6,126/88,36.6
61.14,-0.005,152,90.0,115/89,36.3
61.144,0.095,157,90.2,137/77,36.7
61.148,0.11,136,89.3,136/83,37.1
61.152,0.1,148,88.5,131/70,36.3
61.156,0.145,166,89.3,129/77,36.5
61.16,0.165,118,91.9,105/89,36.0
61.164,0.205,100,92.5,103/88,36.9
61.168,0.27,128,94.3,126/75,37.1
61.172,0.305,132,93.0,139/75,36.9
61.176,0.37,151,92.0,104/73,36.1
61.18,0.395,140,91.9,132/71,37.2
61.184,0.365,122,92.8,125/89,37.3
61.188,0.405,104,95.0,131/77,36.3
61.192,0.38,170,89.0,132/73,36.5
61.196,0.395,156,92.0,123/87,37.3
61.2,0.45,105,93.7,129/85,37.2
61.204,0.49,148,94.2,107/87,36.9
61.208,0.515,121,90.2,136/70,36.6
61.212,0.5,176,90.8,108/83,36.7
61.216,0.52,175,93.8,135/84,36.3
61.22,0.495,103,90.7,133/72,37.0
61.224,0.485,171,90.9,105/87,37.4
61.228,0.465,163,95.8,107/89,37.4
61.232,0.435,136,90.5,107/76,36.9
61.236,0.46,130,93.3,127/86,36.5
61.24,0.465,136,94.3,113/85,36.1
61.244,0.48,144,94.7,115/74,37.3
61.248,0.48,107,92.0,116/86,36.9
61.252,0.47,139,93.1,105/78,37.4
61.256,0.425,104,88.5,120/89,36.9
61.26,0.385,127,89.1,134/85,36.2
61.264,0.31,108,91.1,112/74,36.9
61.268,0.26,101,95.3,101/88,36.1
61.272,0.3,162,90.0,103/78,37.1
61.276,0.33,150,95.3,111/87,36.6
61.28,0.335,130,93.7,109/70,36.1
61.284,0.325,106,93.1,134/78,37.1
61.288,0.295,129,88.2,131/82,37.4
61.292,0.235,157,93.9,130/77,36.3
61.296,0.23,102,93.7,102/84,37.0
61.3,0.17,150,91.8,136/75,36.9
61.304,0.155,155,91.5,128/81,36.9
61.308,0.15,172,93.7,139/71,36.3
61.312,0.145,109,95.7,113/87,37.4
61.316,0.145,160,94.7,116/87,36.9
61.32,0.145,149,90.7,131/89,36.3
61.324,0.13,146,89.8,134/73,36.7
61.328,0.085,100,91.1,103/75,37.3
61.332,0.02,156,94.2,133/78,36.1
61.336,0.06,137,94.1,125/78,37.0
61.34,0.035,161,90.4,122/77,36.6
61.344,0.01,178,90.3,138/89,36.4
61.348,0.015,169,92.3,138/72,37.0
61.352,0.03,164,90.6,100/75,36.2
61.356,-0.01,161,92.9,100/82,37.0
61.36,-0.045,155,88.3,105/89,37.0
61.364,-0.05,166,90.9,124/76,36.5
61.368,-0.08,116,92.4,121/81,37.1
61.372,-0.07,107,90.6,130/71,36.9
61.376,-0.04,159,95.6,120/80,36.9
61.38,0.005,139,92.2,126/81,36.6
61.384,0.1,161,93.4,137/80,37.5
61.388,0.16,140,93.9,138/81,36.5
61.392,0.19,111,89.6,121/76,36.9
61.396,0.195,153,90.8,104/76,36.8
61.4,0.2,110,94.2,120/85,37.0
61.404,0.22,159,94.1,126/89,37.3
61.408,0.2,167,91.0,101/73,37.5
61.412,0.22,177,88.9,134/72,36.9
61.416,0.215,145,89.7,127/86,36.3
61.42,0.24,137,92.5,117/86,36.3
61.424,0.215,160,90.2,117/84,36.0
61.428,0.23,116,92.8,121/77,36.1
61.432,0.28,165,94.9,129/87,36.9
61.436,0.275,171,90.4,132/72,36.2
61.44,0.25,135,92.4,123/87,36.6
61.444,0.23,173,91.3,100/70,37.1
61.448,0.24,106,92.1,106/76,36.0
61.452,0.29,115,93.9,118/76,36.2
61.456,0.315,113,95.5,108/82,36.8
61.46,0.275,179,93.2,100/70,36.2
61.464,0.22,124,93.4,126/74,36.2
61.468,0.22,103,90.0,138/76,36.6
61.472,0.195,128,95.8,108/86,36.3
61.476,0.16,155,91.0,127/81,36.1
61.48,0.175,105,93.4,117/84,37.1
61.484,0.165,100,92.4,101/86,36.3
61.488,0.185,138,94.4,106/81,37.5
61.492,0.22,100,92.1,105/70,36.1
61.496,0.21,162,95.2,139/77,37.5
61.5,0.2,156,92.3,100/82,37.1
61.504,0.185,166,95.5,124/76,36.3
61.508,0.15,164,95.1,104/75,37.2
61.512,0.18,164,90.4,138/81,36.2
61.516,0.165,120,92.0,116/87,37.3
61.52,0.155,129,90.2,101/83,37.5
61.524,0.145,132,91.7,119/79,37.4
61.528,0.125,147,92.7,107/76,36.9
61.532,0.1,121,95.8,116/78,37.5
61.536,0.055,153,90.3,134/73,36.4
61.54,0.045,103,93.8,125/86,37.2
61.544,0.065,154,91.1,139/70,36.9
61.548,0.07,143,92.5,113/74,37.5
61.552,0.035,111,91.2,139/86,37.1
61.556,-0.01,178,91.3,112/80,36.2
61.56,-0.025,173,88.7,103/70,36.2
61.564,0.04,151,88.5,118/77,36.6
61.568,0.05,175,89.0,112/79,37.4
61.572,0.06,164,91.5,105/77,36.6
61.576,0.06,164,94.8,139/74,36.2
61.58,0.095,109,95.9,126/87,37.5
61.584,0.14,117,88.7,107/81,36.7
61.588,0.11,146,89.9,109/74,37.3
61.592,0.12,165,94.7,134/78,37.2
61.596,0.1,148,89.0,113/85,37.4
61.6,0.11,171,91.1,125/74,37.4
61.604,0.105,121,93.9,135/78,36.4
61.608,0.13,125,95.0,139/70,36.2
61.612,0.185,108,92.0,123/70,37.0
61.616,0.19,120,94.5,139/75,37.0
61.62,0.21,162,94.4,104/86,37.1
61.624,0.215,105,93.2,107/85,36.2
61.628,0.205,113,92.7,115/86,37.0
61.632,0.225,132,89.5,126/80,36.8
61.636,0.22,170,93.2,102/80,37.2
61.64,0.19,123,88.9,111/80,37.2
61.644,0.235,172,94.7,130/89,36.4
61.648,0.2,174,92.1,106/78,37.4
61.652,0.185,150,90.1,129/79,36.8
61.656,0.18,101,88.8,104/75,36.5
61.66,0.21,114,95.1,120/84,36.8
61.664,0.275,134,94.3,121/72,36.4
61.668,0.27,135,93.0,132/84,36.7
61.672,0.25,138,95.1,105/85,36.6
61.676,0.235,103,92.2,131/88,36.9
61.68,0.19,163,89.4,120/76,36.5
61.684,0.195,173,88.1,124/71,37.1
61.688,0.18,105,89.0,121/74,37.5
61.692,0.21,156,93.0,110/73,37.1
61.696,0.24,129,88.8,101/76,37.5
61.7,0.215,173,93.9,112/81,36.7
61.704,0.21,166,88.5,133/76,37.0
61.708,0.215,114,91.3,131/70,36.5
61.712,0.22,116,93.2,122/81,36.4
61.716,0.195,117,94.6,135/79,36.9
61.72,0.18,118,93.7,138/80,37.0
61.724,0.15,175,95.3,117/73,36.6
61.728,0.115,168,95.4,115/82,36.5
61.732,0.07,123,89.9,106/87,37.1
61.736,0.06,147,88.7,124/85,37.4
61.74,0.07,129,95.5,118/86,36.2
61.744,0.055,114,93.4,139/88,37.5
61.748,0.02,146,91.5,101/86,37.5
61.752,0.065,143,93.8,137/71,37.4
61.756,0.12,126,90.1,132/86,36.7
61.76,0.125,163,94.1,122/80,36.7
61.764,0.085,140,92.1,127/71,37.4
61.768,0.095,167,94.2,129/75,37.3
61.772,0.13,104,95.7,114/88,36.3
61.776,0.11,152,91.9,119/82,37.4
61.78,0.13,107,90.5,125/78,37.3
61.784,0.095,121,93.8,112/87,37.4
61.788,0.09,106,95.2,114/83,36.7
61.792,0.075,121,94.2,136/89,37.0
61.796,0.09,145,93.2,100/86,36.4
61.8,0.09,129,95.0,106/76,37.0
61.804,0.11,115,95.0,129/78,36.2
61.808,0.125,178,88.2,102/82,36.4
61.812,0.13,104,94.9,125/79,36.6
61.816,0.15,166,94.9,106/79,37.3
61.82,0.17,122,94.3,123/74,36.0
61.824,0.19,160,92.4,126/86,36.5
61.828,0.16,173,92.4,127/86,36.6
61.832,0.12,104,95.9,106/79,37.3
61.836,0.165,122,94.4,122/89,36.4
61.84,0.16,178,91.2,100/86,37.5
61.844,0.165,124,92.0,117/83,37.4
61.848,0.15,107,93.4,123/77,36.5
61.852,0.145,120,91.8,138/87,36.0
61.856,0.13,101,95.4,110/83,37.1
61.86,0.14,121,92.8,116/74,36.5
61.864,0.165,171,90.5,106/74,37.2
61.868,0.145,171,94.2,121/84,37.1
61.872,0.135,167,92.4,125/73,36.6
61.876,0.135,163,91.3,121/80,36.9
61.88,0.165,118,88.6,130/70,36.2
61.884,0.18,152,91.0,120/88,36.2
61.888,0.19,151,90.0,123/73,36.3
61.892,0.125,146,91.6,104/82,36.2
61.896,0.135,153,94.2,121/84,37.4
61.9,0.14,143,93.8,112/86,36.9
61.904,0.12,106,91.7,102/85,36.5
61.908,0.115,100,93.1,111/82,36.3
61.912,0.09,162,95.8,111/77,36.2
61.916,0.075,138,88.5,133/82,36.6
61.92,0.035,118,94.6,121/85,36.4
61.924,0.025,130,88.2,120/89,36.8
61.928,0.02,176,95.5,134/80,36.7
61.932,0.03,123,92.6,116/81,36.0
61.936,0.04,168,90.8,137/86,36.2
61.94,0.04,164,95.3,125/80,36.6
61.944,0.055,132,92.0,115/79,37.4
61.948,0.05,158,90.2,123/79,36.8
61.952,0.045,132,96.0,131/78,37.5
61.956,0.005,131,94.3,104/72,36.4
61.96,0.03,158,89.6,131/75,36.8
61.964,0.045,140,90.2,133/87,36.4
61.968,0.045,111,89.1,124/83,36.0
61.972,0.065,172,91.1,115/87,36.0
61.976,0.05,110,94.0,106/76,37.5
61.98,0.035,118,95.6,125/88,36.8
61.984,0.03,153,94.9,124/75,37.0
61.988,0.04,156,88.4,133/81,36.1
61.992,0.06,141,95.7,116/83,36.9
61.996,0.055,170,96.0,102/78,36.0
62.0,0.085,130,89.2,117/77,36.1
62.004,0.09,151,88.0,120/88,37.2
62.008,0.06,101,95.3,111/83,36.2
62.012,0.08,137,89.4,117/75,37.3
62.016,0.075,131,93.1,134/70,37.0
62.02,0.065,109,89.0,122/82,37.3
62.024,0.07,107,88.9,129/81,37.2
62.028,0.075,174,89.2,136/89,37.3
62.032,0.115,119,93.4,111/86,36.6
62.036,0.195,119,91.1,126/88,37.2
62.04,0.235,108,93.4,104/72,36.6
62.044,0.275,171,93.1,111/82,36.4
62.048,0.275,114,93.6,100/88,36.9
62.052,0.26,162,92.0,119/76,36.9
62.056,0.225,120,92.2,109/77,36.2
62.06,0.285,104,94.0,110/87,37.2
62.064,0.325,134,88.5,102/75,37.0
62.068,0.35,167,88.4,121/70,36.5
62.072,0.35,147,90.1,125/81,37.2
62.076,0.365,179,89.3,134/85,37.0
62.08,0.38,161,88.5,122/77,37.4
62.084,0.335,134,94.1,111/74,36.4
62.088,0.285,169,91.5,124/79,37.4
62.092,0.44,120,90.4,126/74,37.0
62.096,0.81,179,92.0,108/87,36.9
62.1,1.235,138,90.1,118/83,36.6
62.104,1.69,133,95.1,128/89,36.4
62.108,2.275,114,95.7,135/74,36.5
62.112,2.91,105,95.0,134/77,36.3
62.116,3.545,165,94.4,110/87,36.1
62.12,4.125,155,91.3,120/87,36.4
62.124,4.32,148,94.5,131/89,36.9
62.128,4.455,100,93.5,126/79,36.7
62.132,4.03,164,88.6,135/75,36.4
62.136,3.39,127,89.1,116/80,36.1
62.14,2.79,119,95.0,107/76,36.2
62.144,2.52,147,94.9,101/70,36.3
62.148,1.88,171,88.5,110/88,36.1
62.152,1.24,164,89.0,113/74,36.8
62.156,0.6,150,92.4,103/86,36.3
62.16,-0.04,142,94.9,126/89,36.7
62.164,-0.68,148,95.5,132/83,37.4
62.168,-1.32,124,93.8,126/81,37.4
62.172,-1.685,173,94.3,104/72,36.7
62.176,-1.33,175,90.6,110/78,36.8
62.18,-1.11,140,95.8,127/77,37.4
62.184,-1.02,170,92.3,107/73,37.0
62.188,-0.92,163,94.6,118/78,36.5
62.192,-0.77,160,94.1,112/88,36.4
62.196,-0.62,111,91.2,132/74,36.9
62.2,-0.54,168,91.8,126/87,37.0
62.204,-0.525,113,95.2,132/88,36.8
62.208,-0.495,133,92.1,132/77,36.4
62.212,-0.495,147,88.5,132/82,36.1
62.216,-0.51,160,94.3,109/80,36.4
62.22,-0.515,134,88.1,111/88,36.7
62.224,-0.49,164,91.0,123/83,36.7
62.228,-0.535,158,88.7,126/75,36.3
62.232,-0.545,135,93.3,134/70,37.3
62.236,-0.505,178,92.2,121/85,36.2
62.24,-0.53,118,89.4,134/84,36.3
62.244,-0.585,141,89.2,109/70,37.4
62.248,-0.625,168,88.2,124/83,36.1
62.252,-0.615,118,89.3,120/78,36.6
62.256,-0.62,138,92.4,100/75,36.9
62.26,-0.61,168,91.4,101/80,36.4
62.264,-0.595,151,95.5,129/70,37.5
62.268,-0.585,111,90.8,108/89,37.3
62.272,-0.645,146,89.8,102/85,37.0
62.276,-0.7,175,93.7,122/88,37.4
62.28,-0.77,135,89.1,105/80,37.4
62.284,-0.815,162,90.0,107/89,36.8
62.288,-0.825,175,94.2,137/87,36.5
62.292,-0.835,150,88.9,128/80,37.2
62.296,-0.845,142,88.6,132/74,37.5
62.3,-0.845,133,92.0,123/73,36.6
62.304,-0.845,148,93.9,121/89,36.3
62.308,-0.79,117,90.7,133/89,36.1
62.312,-0.83,160,93.4,129/88,36.5
62.316,-0.87,156,90.3,138/78,36.3
62.32,-0.92,104,93.3,121/77,36.8
62.324,-0.965,123,92.9,114/79,36.6
62.328,-1.015,163,90.0,100/74,37.3
62.332,-0.975,158,89.0,128/75,36.0
62.336,-0.985,137,93.2,131/72,36.3
62.34,-0.985,132,93.7,138/79,36.8
62.344,-0.97,109,92.6,125/80,37.4
62.348,-1.0,136,90.7,100/70,37.2
62.352,-1.05,110,93.9,108/83,37.2
62.356,-1.08,123,90.2,133/71,36.6
62.36,-1.085,170,88.2,121/80,36.6
62.364,-1.095,120,95.6,119/74,36.3
62.368,-1.12,119,92.1,136/78,36.6
62.372,-1.125,109,95.1,134/85,36.6
62.376,-1.155,146,95.3,136/86,37.5
62.38,-1.17,146,88.1,138/77,37.0
62.384,-1.185,114,89.5,110/83,37.3
62.388,-1.235,143,88.3,125/86,37.3
62.392,-1.25,161,88.4,136/75,36.7
62.396,-1.26,105,89.4,134/85,37.4
62.4,-1.285,165,93.1,129/87,36.1
62.404,-1.305,175,94.4,124/86,37.0
62.408,-1.37,103,91.0,102/78,37.0
62.412,-1.42,122,90.4,106/89,36.6
62.416,-1.385,112,93.4,116/87,36.3
62.42,-1.4,130,93.7,135/85,37.1
62.424,-1.4,115,91.0,128/70,36.8
62.428,-1.45,140,95.8,135/71,36.2
62.432,-1.45,100,90.0,106/85,36.8
62.436,-1.465,111,91.9,124/89,36.1
62.44,-1.475,155,90.2,114/81,36.4
62.444,-1.48,149,91.4,107/81,36.9
62.448,-1.48,119,92.8,103/74,37.1
62.452,-1.545,165,94.8,118/80,36.3
62.456,-1.59,135,94.7,113/76,37.2
62.46,-1.58,178,91.7,104/82,36.7
62.464,-1.5,137,94.6,111/88,36.0
62.468,-1.47,121,92.1,112/85,36.9
62.472,-1.385,160,95.7,113/81,36.4
62.476,-1.34,149,89.7,112/77,37.0
62.48,-1.36,158,91.7,131/76,37.0
62.484,-1.35,119,88.9,131/87,36.8
62.488,-1.33,135,90.2,135/84,36.4
62.492,-1.305,114,94.8,115/80,37.0
62.496,-1.2,161,90.2,123/79,36.8
62.5,-1.105,102,92.0,133/88,36.6
62.504,-0.975,104,95.9,134/76,36.2
62.508,-0.87,155,89.4,109/81,36.8
62.512,-0.81,130,91.4,113/77,36.0
62.516,-0.73,134,89.1,121/77,36.7
62.52,-0.625,170,92.6,129/81,36.0
62.524,-0.515,169,90.8,120/87,36.3
62.528,-0.435,125,95.2,127/77,36.0
62.532,-0.38,100,93.9,120/76,37.4
62.536,-0.285,106,90.9,119/76,36.5
62.54,-0.195,135,90.0,125/73,36.4
62.544,-0.085,175,91.6,112/78,36.6
62.548,-0.015,124,93.6,132/88,36.1
62.552,0.035,158,93.9,100/72,37.5
62.556,0.09,160,89.4,105/72,37.4
62.56,0.185,128,93.5,138/80,36.2
62.564,0.22,117,92.6,124/86,37.2
62.568,0.22,140,92.8,121/81,36.9
62.572,0.245,118,91.5,119/79,37.4
62.576,0.315,103,92.3,113/75,37.1
62.58,0.35,164,89.6,101/72,36.8
62.584,0.325,140,94.9,121/88,36.5
62.588,0.36,114,91.3,115/89,36.2
62.592,0.38,153,91.9,104/85,36.8
62.596,0.44,163,88.2,136/80,36.6
62.6,0.56,171,95.8,101/75,36.9
62.604,0.62,114,91.2,107/81,36.8
62.608,0.595,178,90.5,127/84,36.4
62.612,0.595,149,91.6,131/81,36.6
62.616,0.555,121,90.3,130/70,37.5
62.62,0.52,117,90.8,114/71,36.9
62.624,0.555,179,91.6,119/71,37.3
62.628,0.56,101,90.4,137/71,37.3
62.632,0.535,135,91.7,125/74,36.5
62.636,0.52,119,90.6,130/73,37.1
62.64,0.505,115,93.3,123/77,37.1
62.644,0.455,166,88.0,138/83,37.0
62.648,0.455,129,92.5,113/86,36.9
62.652,0.445,154,93.1,103/84,36.1
62.656,0.455,165,88.5,100/72,37.5
62.66,0.47,125,89.6,126/89,36.4
62.664,0.48,156,92.1,122/80,37.4
62.668,0.465,168,92.8,125/81,37.3
62.672,0.445,101,95.2,133/88,36.7
62.676,0.47,155,92.2,139/77,36.3
62.68,0.435,161,94.9,132/73,36.5
62.684,0.415,133,92.4,131/75,36.6
62.688,0.4,155,92.3,120/84,36.8
62.692,0.46,154,89.5,130/85,37.2
62.696,0.5,119,89.2,139/82,37.0
62.7,0.49,149,91.4,117/71,36.1
62.704,0.485,124,89.3,113/88,36.8
